human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity,best class alignment,best method
PTGER1,ptger1a,12,3,10,80.0,Class_A (4S0V),super
PTGER1,ptger1b,17,4,3,80.95,Class_A (4S0V),align
PTGER1,ptger1c,13,9,2,59.09,Class_A (4S0V),align
PTGER2,ptger2a,10,8,1,55.56,Class_A,align
PTGER2,ptger2b,9,9,3,50.0,Class_A (4S0V),align
PTGER3,ptger3,20,2,1,90.91,Class_A (4S0V),super
PTGER4,ptger4a,22,2,3,91.67,Class_C,super
PTGER4,ptger4b,18,1,2,94.74,Class_A (4S0V),align
PTGER4,ptger4c,12,8,1,60.0,Class_A (4S0V),align
PTGFR,ptgfr,23,3,2,88.46,Class_B1,super
PTGIR,ptgir,16,4,1,80.0,Class_A,super
PTH1R,pth1r,14,0,1,100.0,Class_A (4S0V),super
PTH2R,pth2ra,9,0,7,100.0,Class_F,align
PTH2R,pth2ra,11,0,8,100.0,Class_A (4S0V),super
PTH2R,pth2ra,7,0,5,100.0,Class_A,super
PTH2R,pth2rb,10,0,7,100.0,Class_A (4S0V),align
PTH2R,pth2rb,12,0,7,100.0,Class_A (4S0V),super
PTH2R,pth2rb,7,0,5,100.0,Class_A,super
PTH2R,pth2rb,14,0,9,100.0,Class_C,super
QRFPR,qrfpra,11,4,5,73.33,Class_A (4S0V),align
QRFPR,qrfpra,11,4,5,73.33,Class_A (4S0V),super
QRFPR,qrfprb,14,2,0,87.5,Class_A,super
RGR,rgra,20,1,2,95.24,Class_A (4S0V),super
RGR,rgrb,16,6,1,72.73,Class_A (4S0V),super
RHO,rho,25,1,1,96.15,Class_A (4S0V),align
RRH,rrh,19,0,1,100.0,Class_A (4S0V),align
RRH,rrh,17,0,1,100.0,Class_A,align
RRH,rrh,17,0,2,100.0,Class_C,align
RRH,rrh,17,0,1,100.0,Class_A (4S0V),super
RRH,rrh,18,0,0,100.0,Class_A,super
RRH,rrh,16,0,3,100.0,Class_C,super
RRH,rrh,22,0,2,100.0,Class_F,super
RXFP1,rxfp1,20,1,1,95.24,Class_A,super
RXFP2,rxfp2a,20,0,6,100.0,Class_B1,super
RXFP2,rxfp2b,20,0,6,100.0,Class_B1,super
RXFP3,rxfp3,11,0,3,100.0,Class_A,super
S1PR1,s1pr1,18,0,3,100.0,Class_A (4S0V),align
S1PR1,s1pr1,15,0,1,100.0,Class_A,align
S1PR1,s1pr1,16,0,5,100.0,Class_A (4S0V),super
S1PR1,s1pr1,16,0,3,100.0,Class_A,super
S1PR1,s1pr1,22,0,2,100.0,Class_C,super
S1PR2,s1pr2,21,0,1,100.0,Class_B1,super
S1PR3,s1pr3a,15,1,2,93.75,Class_A,super
S1PR4,s1pr4,15,1,4,93.75,Class_A (4S0V),align
S1PR5,s1pr5a,19,1,2,95.0,Class_A (4S0V),super
S1PR5,s1pr5b,16,2,2,88.89,Class_A,super
SMO,smo,20,0,0,100.0,Class_A (4S0V),super
SSTR1,sstr1a,17,1,4,94.44,Class_A (4S0V),align
SSTR2,sstr2a,20,2,2,90.91,Class_B1,align
SSTR2,sstr2b,14,2,8,87.5,Class_A (4S0V),align
SSTR3,sstr3,13,2,1,86.67,Class_A,super
SSTR5,sstr5,15,3,0,83.33,Class_A,super
TAAR1,taar1b,18,5,2,78.26,Class_A (4S0V),align
TACR1,tacr1a,17,3,1,85.0,Class_A (4S0V),align
TACR1,tacr1a,17,3,1,85.0,Class_A (4S0V),super
TACR1,tacr1b,18,3,0,85.71,Class_A (4S0V),align
TACR1,tacr1b,18,3,0,85.71,Class_A (4S0V),super
TACR2,tacr2,18,0,1,100.0,Class_A (4S0V),align
TACR2,tacr2,18,0,1,100.0,Class_A (4S0V),super
TACR3,tacr3a,13,4,2,76.47,Class_A,align
TACR3,tacr3l,16,1,6,94.12,Class_B1,super
TBXA2R,tbxa2r,20,1,2,95.24,Class_A (4S0V),align
TRHR,trhra,19,0,1,100.0,Class_A (4S0V),align
TRHR,trhra,20,0,0,100.0,Class_A (4S0V),super
TRHR,trhrb,18,1,1,94.74,Class_A (4S0V),align
TSHR,tshr,17,1,1,94.44,Class_A (4S0V),align
VIPR1,vipr1a,12,1,4,92.31,Class_A (4S0V),super
VIPR1,vipr1b,8,1,3,88.89,Class_A,super
VIPR2,vipr2,23,1,1,95.83,Class_B1,align
VIPR2,vipr2,23,1,3,95.83,Class_B1,super
XCR1,xcr1a.1,10,8,2,55.56,Class_A,align
XCR1,xcr1b.1,14,7,5,66.67,Class_B1,super
XCR1,xcr1b.2,15,7,4,68.18,Class_B1,super
ADGRL3,adgrl3.1,16,0,1,100.0,Class_A (4S0V),super
ADGRL3,adgrl3.1,18,0,0,100.0,Class_A,super
CRHR2,crhr2,1,6,10,14.29,Class_C,super
