human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity,best class alignment,best method
NPBWR2,npbwr2a,14,0,5,100.0,Class_A,align
NPBWR2,npbwr2b,14,0,5,100.0,Class_A,align
NPBWR2,npbwr2b,1,0,24,100.0,Class_B1,align
NPBWR2,npbwr2b,7,0,15,100.0,Class_F,super
NPFFR1,npffr1,1,0,18,100.0,Class_C,super
NPFFR1,npffr1l1,16,2,0,88.89,Class_A (4S0V),align
NPFFR1,npffr1l2,16,1,2,94.12,Class_A (4S0V),super
NPFFR1,npffr1l3,15,1,2,93.75,Class_A (4S0V),align
NPFFR1,npffr1l3,15,1,1,93.75,Class_A,align
NPFFR1,npffr1l3,15,1,3,93.75,Class_A (4S0V),super
NPFFR2,npffr2a,14,0,1,100.0,Class_A,align
NPFFR2,npffr2a,15,0,0,100.0,Class_A,super
NPFFR2,npffr2b,15,0,0,100.0,Class_A,align
NPFFR2,npffr2b,14,0,1,100.0,Class_A,super
NPY1R,npy1r,15,2,0,88.24,Class_F,super
NPY2R,npy2r,17,3,0,85.0,Class_A (4S0V),align
NPY2R,npy2r,17,3,0,85.0,Class_A (4S0V),super
NPY2R,npy2rl,17,3,0,85.0,Class_A (4S0V),align
NPY2R,npy2rl,17,3,0,85.0,Class_A (4S0V),super
NPY4R,npy4r,16,1,4,94.12,Class_A,super
NTSR1,ntsr1,15,2,5,88.24,Class_A,super
OPN1LW,opn1lw1,26,0,1,100.0,Class_A (4S0V),align
OPN1LW,opn1lw1,22,0,0,100.0,Class_A,align
OPN1LW,opn1lw1,7,0,11,100.0,Class_C,align
OPN1LW,opn1lw1,28,0,1,100.0,Class_A (4S0V),super
OPN1LW,opn1lw1,23,0,0,100.0,Class_A,super
OPN1LW,opn1lw1,18,0,12,100.0,Class_F,super
OPN1SW,opn1sw1,1,0,27,100.0,Class_F,super
OPN3,opn3,16,5,7,76.19,Class_B1,super
OPN4,opn4a,5,0,20,100.0,Class_C,super
OPN4,opn4b,21,0,3,100.0,Class_A (4S0V),align
OPN4,opn4b,20,0,4,100.0,Class_A,align
OPN4,opn4b,20,0,1,100.0,Class_A (4S0V),super
OPN4,opn4b,22,0,1,100.0,Class_A,super
OPN4,opn4b,19,0,10,100.0,Class_F,super
OPN5,opn5,2,0,21,100.0,Class_B1,align
OPRD1,oprd1a,13,2,6,86.67,Class_A (4S0V),align
OPRD1,oprd1b,12,1,5,92.31,Class_A,align
OPRK1,oprk1,9,0,13,100.0,Class_C,super
OPRL1,oprl1,11,4,1,73.33,Class_A (4S0V),align
OPRL1,oprl1,11,4,1,73.33,Class_A (4S0V),super
OPRM1,oprm1,13,0,1,100.0,Class_A,align
OPRM1,oprm1,13,0,0,100.0,Class_A,super
OXGR1,oxgr1a.1,8,0,13,100.0,Class_C,super
OXGR1,oxgr1a.2,12,3,5,80.0,Class_A,super
OXGR1,oxgr1a.3,11,4,6,73.33,Class_C,align
OXGR1,oxgr1a.3,11,4,5,73.33,Class_A,super
OXGR1,oxgr1b,5,1,20,83.33,Class_A (4S0V),align
OXGR1,oxgr1b,5,1,14,83.33,Class_A,align
OXTR,oxtra,18,2,1,90.0,Class_A (4S0V),align
OXTR,oxtra,18,2,1,90.0,Class_A (4S0V),super
OXTR,oxtrb,2,0,18,100.0,Class_C,super
P2RY1,p2ry1,24,0,1,100.0,Class_A (4S0V),align
P2RY1,p2ry1,25,0,2,100.0,Class_A (4S0V),super
P2RY1,p2ry1,1,0,20,100.0,Class_A,super
P2RY10,p2ry10,14,0,7,100.0,Class_A (4S0V),align
P2RY10,p2ry10,14,0,4,100.0,Class_A,align
P2RY11,p2ry11,10,5,1,66.67,Class_A,align
P2RY11,p2ry11,10,5,4,66.67,Class_A,super
P2RY12,p2ry12,13,0,4,100.0,Class_A,align
P2RY12,p2ry12,18,0,2,100.0,Class_A,super
P2RY13,p2ry13,13,1,4,92.86,Class_A,align
P2RY2,p2ry2.1,16,1,2,94.12,Class_A,align
P2RY2,p2ry2.2,18,0,2,100.0,Class_A,super
P2RY2,p2ry2.3,18,1,1,94.74,Class_A,super
P2RY8,p2ry8,19,1,3,95.0,Class_A (4S0V),align
PITPNM3,pitpnm3,15,2,1,88.24,Class_A,super
PROKR1,prokr1a,16,1,1,94.12,Class_A,super
PROKR1,prokr1b,10,0,14,100.0,Class_C,super
PTAFR,ptafr,12,1,5,92.31,Class_A,super
PTGER1,ptger1a,2,0,23,100.0,Class_A (4S0V),super
PTGER1,ptger1b,12,3,9,80.0,Class_A (4S0V),align
PTGER1,ptger1c,1,0,21,100.0,Class_A,super
PTGER2,ptger2a,8,5,5,61.54,Class_A,super
PTGER2,ptger2b,8,7,6,53.33,Class_A (4S0V),align
PTGER3,ptger3,19,2,2,90.48,Class_A (4S0V),super
PTGER4,ptger4a,16,1,1,94.12,Class_A,super
PTGER4,ptger4b,16,0,3,100.0,Class_A,align
PTGER4,ptger4b,16,0,2,100.0,Class_A,super
PTGER4,ptger4c,12,6,3,66.67,Class_A (4S0V),align
PTGFR,ptgfr,9,0,17,100.0,Class_A (4S0V),super
PTGIR,ptgir,1,0,20,100.0,Class_A (4S0V),super
PTH1R,pth1r,4,0,16,100.0,Class_C,align
PTH1R,pth1r,1,0,10,100.0,Class_F,align
PTH1R,pth1r,14,0,1,100.0,Class_A (4S0V),super
PTH2R,pth2ra,13,0,14,100.0,Class_B1,align
PTH2R,pth2ra,8,0,8,100.0,Class_F,align
PTH2R,pth2ra,3,0,16,100.0,Class_A (4S0V),super
PTH2R,pth2ra,7,0,5,100.0,Class_A,super
PTH2R,pth2rb,10,0,7,100.0,Class_A (4S0V),align
PTH2R,pth2rb,13,0,14,100.0,Class_B1,align
PTH2R,pth2rb,5,0,14,100.0,Class_A (4S0V),super
PTH2R,pth2rb,7,0,5,100.0,Class_A,super
PTH2R,pth2rb,4,0,19,100.0,Class_C,super
QRFPR,qrfpra,11,3,6,78.57,Class_A (4S0V),align
QRFPR,qrfpra,11,3,6,78.57,Class_A (4S0V),super
QRFPR,qrfprb,14,2,0,87.5,Class_A,super
RGR,rgra,20,1,2,95.24,Class_A (4S0V),super
RGR,rgrb,16,6,1,72.73,Class_A (4S0V),super
RHO,rho,25,1,1,96.15,Class_A (4S0V),align
RRH,rrh,19,0,1,100.0,Class_A (4S0V),align
RRH,rrh,17,0,1,100.0,Class_A,align
RRH,rrh,17,0,2,100.0,Class_C,align
RRH,rrh,17,0,1,100.0,Class_A (4S0V),super
RRH,rrh,18,0,0,100.0,Class_A,super
RRH,rrh,7,0,12,100.0,Class_C,super
RRH,rrh,22,0,2,100.0,Class_F,super
RXFP1,rxfp1,20,1,1,95.24,Class_A,super
RXFP2,rxfp2a,18,0,8,100.0,Class_B1,super
RXFP2,rxfp2b,17,0,9,100.0,Class_B1,super
RXFP3,rxfp3,11,0,3,100.0,Class_A,super
S1PR1,s1pr1,18,0,3,100.0,Class_A (4S0V),align
S1PR1,s1pr1,15,0,1,100.0,Class_A,align
S1PR1,s1pr1,16,0,5,100.0,Class_A (4S0V),super
S1PR1,s1pr1,16,0,3,100.0,Class_A,super
S1PR1,s1pr1,14,0,10,100.0,Class_C,super
S1PR2,s1pr2,21,0,1,100.0,Class_B1,super
S1PR3,s1pr3a,15,1,2,93.75,Class_A,super
S1PR4,s1pr4,14,1,5,93.33,Class_A (4S0V),align
S1PR5,s1pr5a,2,0,21,100.0,Class_B1,super
S1PR5,s1pr5a,6,0,26,100.0,Class_F,super
S1PR5,s1pr5b,16,2,2,88.89,Class_A,super
SMO,smo,20,0,0,100.0,Class_A (4S0V),super
SSTR1,sstr1a,17,1,4,94.44,Class_A (4S0V),align
SSTR2,sstr2a,20,1,3,95.24,Class_B1,align
SSTR2,sstr2b,18,2,4,90.0,Class_B1,align
SSTR3,sstr3,7,0,19,100.0,Class_B1,align
SSTR5,sstr5,14,2,1,87.5,Class_A,align
SSTR5,sstr5,14,2,2,87.5,Class_A,super
TAAR1,taar1b,18,5,2,78.26,Class_A (4S0V),align
TACR1,tacr1a,17,3,1,85.0,Class_A (4S0V),align
TACR1,tacr1a,17,3,1,85.0,Class_A (4S0V),super
TACR1,tacr1b,18,3,0,85.71,Class_A (4S0V),align
TACR1,tacr1b,18,3,0,85.71,Class_A (4S0V),super
TACR2,tacr2,18,0,1,100.0,Class_A (4S0V),align
TACR2,tacr2,18,0,1,100.0,Class_A (4S0V),super
TACR3,tacr3a,4,1,12,80.0,Class_C,super
TACR3,tacr3l,1,0,22,100.0,Class_B1,super
TBXA2R,tbxa2r,18,1,4,94.74,Class_A (4S0V),align
TRHR,trhra,19,0,1,100.0,Class_A (4S0V),align
TRHR,trhra,20,0,0,100.0,Class_A (4S0V),super
TRHR,trhra,16,0,2,100.0,Class_C,super
TRHR,trhrb,18,1,1,94.74,Class_A (4S0V),align
TSHR,tshr,16,1,3,94.12,Class_A (4S0V),super
TSHR,tshr,16,1,0,94.12,Class_A,super
VIPR1,vipr1a,12,1,4,92.31,Class_A (4S0V),super
VIPR1,vipr1b,1,0,15,100.0,Class_F,align
VIPR2,vipr2,6,0,3,100.0,Class_A,super
XCR1,xcr1a.1,10,7,4,58.82,Class_A (4S0V),align
XCR1,xcr1b.1,8,2,16,80.0,Class_B1,super
XCR1,xcr1b.2,9,4,7,69.23,Class_A,align
ADGRL3,adgrl3.1,16,0,1,100.0,Class_A (4S0V),super
ADGRL3,adgrl3.1,18,0,0,100.0,Class_A,super
ADGRL3,adgrl3.1,20,0,4,100.0,Class_B1,super
ADGRL3,adgrl3.1,5,0,12,100.0,Class_C,super
CRHR2,crhr2,0,0,12,0.0,Class_A,align
CRHR2,crhr2,0,0,30,0.0,Class_B1,align
CRHR2,crhr2,0,0,22,0.0,Class_C,align
CRHR2,crhr2,0,0,7,0.0,Class_F,align
CRHR2,crhr2,0,1,15,0.0,Class_A (4S0V),super
CRHR2,crhr2,0,0,9,0.0,Class_A,super
CRHR2,crhr2,0,1,30,0.0,Class_B1,super
CRHR2,crhr2,0,1,16,0.0,Class_C,super
CRHR2,crhr2,0,0,9,0.0,Class_F,super
